0,1,2,3
0.49747804,0.47338182,0.49210346,0.47963616
0.49745142,0.47339946,0.49215576,0.47973406
0.49743167,0.47341448,0.49230123,0.47992572
0.49741885,0.47342736,0.49254507,0.4802178
0.49741238,0.47343808,0.4928934,0.48061746
0.49741185,0.47344625,0.49335524,0.48113477
0.49638468,0.46482667,0.4982419,0.47855
0.5022087,0.47534937,0.4992885,0.4858079
0.5003981,0.47212785,0.50124496,0.4843788
0.5006083,0.4725249,0.4982353,0.48242792
0.49855098,0.4707975,0.49849018,0.48254564
0.4975144,0.47061795,0.49770993,0.48300463
0.49770707,0.4709644,0.49795312,0.48332945
0.4983147,0.47126144,0.4981606,0.48322254
0.49870554,0.4715138,0.49831787,0.48320928
0.49897778,0.4716974,0.4984552,0.48324937
0.4991617,0.47179407,0.49863112,0.48334327
0.49936363,0.47185862,0.49883175,0.48342192
0.49956396,0.4719184,0.4990513,0.48350954
0.49977276,0.4719735,0.49928957,0.48359984
0.49997687,0.47201967,0.4995435,0.48370045
0.5001823,0.47205892,0.49980992,0.4838067
0.5003831,0.47209367,0.5000908,0.48392838
0.5005828,0.47212663,0.50038064,0.48406062
0.50077367,0.47215757,0.500682,0.48421273
0.50095814,0.47218812,0.5009954,0.48438576
0.50113356,0.4722191,0.50131947,0.48458135
0.50130016,0.47225112,0.50165546,0.4848016
0.5014579,0.47228554,0.5020037,0.48504815
0.5016079,0.47232237,0.5023654,0.4853212
0.46617985,0.44320244,0.49636734,0.4842424
0.47326267,0.45780244,0.49126482,0.48792353
0.47257832,0.45694643,0.49302897,0.48858514
0.47295904,0.45830867,0.4912304,0.48800898
0.47565317,0.46009064,0.49144626,0.48733371
0.47955734,0.46357834,0.49137288,0.48705435
0.487007,0.46863657,0.4927139,0.48606798
0.49538806,0.47406802,0.494501,0.48488173
0.5027924,0.47890395,0.49649447,0.4842711
0.5088846,0.48325366,0.4979289,0.48403606
0.51395977,0.48722526,0.4987758,0.48387533
0.51812804,0.49118236,0.49894473,0.4839812
0.52160406,0.4952231,0.49863526,0.4844347
0.5244458,0.49931467,0.49799812,0.48528957
0.52682173,0.5034251,0.49715748,0.4864622
0.5287477,0.5075153,0.49619815,0.48797378
0.5303637,0.5115473,0.49517798,0.4896925
0.5317097,0.5154963,0.49412593,0.49157232
0.5328623,0.5193391,0.49307093,0.493537
0.53386414,0.52305895,0.49202898,0.49553758
0.53472203,0.5266285,0.49102038,0.49755847
0.5353923,0.5299938,0.4900588,0.49960205
0.5358988,0.5331431,0.48913428,0.50162333
0.53625154,0.5360644,0.48825276,0.5035996
0.5006721,0.4672416,0.5036162,0.48240194
0.5072867,0.47742328,0.5074601,0.49158794
0.5031707,0.47120827,0.5111604,0.490885
0.50409305,0.47408238,0.5053984,0.48889288
0.50173414,0.47152823,0.5062305,0.48838887
0.49983853,0.47158894,0.50419337,0.48884857
0.4999448,0.47197288,0.503719,0.4884546
0.49989828,0.47220838,0.502968,0.48786327
0.49983758,0.47243154,0.502212,0.48730767
0.4995712,0.47257134,0.50146616,0.48689032
0.4993244,0.4726331,0.5007879,0.4864678
0.49908984,0.47267517,0.50014555,0.48604986
0.4989029,0.47272366,0.4995353,0.48561868
0.49873096,0.47276607,0.49895316,0.48518893
0.4985783,0.4728011,0.49839312,0.48475552
0.49843836,0.4728284,0.4978517,0.4843203
0.4983102,0.47285086,0.49732527,0.4838846
0.4981902,0.47287098,0.49681228,0.4834528
0.49807683,0.4728893,0.49631307,0.48302776
0.4979688,0.47290638,0.4958284,0.48261216
0.4978654,0.47292417,0.49535775,0.4822086
0.49776727,0.4729422,0.4949028,0.48181757
0.49767318,0.4729612,0.4944638,0.4814414
0.4975838,0.47298133,0.4940422,0.48108125
0.49689588,0.46681628,0.49910593,0.48119512
0.50196,0.47431523,0.50247806,0.4882869
0.50004685,0.47269723,0.50069034,0.48509353
0.5016799,0.47417,0.49705857,0.48184526
0.4995045,0.4727481,0.49594793,0.4808041
0.4988639,0.47269073,0.49351454,0.47922274
0.4987174,0.47293672,0.4920336,0.47779974
0.49885258,0.47311792,0.49067733,0.47636107
0.49874976,0.47331098,0.48953688,0.47541165
0.4986708,0.47343883,0.4887222,0.47474048
0.49854898,0.47351277,0.48820502,0.47438505
0.49850923,0.47355926,0.48799723,0.4742604
0.49849376,0.47359365,0.4880848,0.47441426
0.49852332,0.47361696,0.4884794,0.47484818
0.4985719,0.47362974,0.48918495,0.47559395
0.49864677,0.4736351,0.49021533,0.47666678
0.4987373,0.47363997,0.49157596,0.4780907
0.498846,0.4736475,0.4932775,0.47987902
0.49896693,0.47366142,0.49532604,0.48204833
0.49910092,0.473686,0.49772564,0.48460793
0.49924666,0.47372535,0.5004738,0.48756054
0.4994033,0.4737822,0.50356495,0.49090362
0.49956712,0.47385803,0.5069942,0.49463657
0.499738,0.4739581,0.5107425,0.49874562
0.49741727,0.46510863,0.4997537,0.47939527
0.5029065,0.47573453,0.49929646,0.4854823
0.49978885,0.4712177,0.5015994,0.4842422
0.49945945,0.47180122,0.4982377,0.4828902
0.4974392,0.469828,0.4985098,0.48263103
0.496,0.46925727,0.49737576,0.48264736
0.49592528,0.46929923,0.49728188,0.48252577
0.496227,0.46928802,0.49711683,0.48198745
0.49639776,0.46917632,0.49692708,0.48142555
0.49644807,0.46896628,0.49667415,0.48083532
0.4964623,0.4686272,0.49644947,0.48018715
0.4965285,0.46821314,0.49621835,0.4794081
0.49663275,0.46773937,0.4959726,0.478499
0.49676463,0.46720406,0.49569577,0.47745356
0.49692035,0.46659276,0.49538687,0.4762609
0.49710363,0.46591622,0.4950341,0.47491995
0.49732244,0.46517873,0.4946391,0.47342744
0.49758056,0.464384,0.4941984,0.47178015
0.49787852,0.46354312,0.49371147,0.46998963
0.4982231,0.4626664,0.4931832,0.46806642
0.49861673,0.4617638,0.4926216,0.46602854
0.4990697,0.46084458,0.4920343,0.46388495
0.49957633,0.4599249,0.491427,0.4616662
0.5001379,0.45901603,0.49081197,0.45939758
0.48334175,0.4966934,0.5033952,0.5342474
0.4906687,0.5071398,0.51387024,0.5520862
0.48271275,0.50586754,0.5113597,0.55424726
0.49085322,0.5080612,0.50935197,0.5455646
0.48775592,0.5091974,0.5072439,0.5474714
0.4897613,0.5118598,0.50663775,0.54824924
0.49025637,0.5105363,0.5062557,0.5454405
0.49019974,0.5091565,0.5043435,0.54200417
0.49021292,0.5090765,0.50219613,0.5396282
0.49019483,0.5081641,0.5012805,0.53757197
0.49008366,0.5070601,0.50037324,0.535484
0.4903443,0.5057655,0.49949732,0.53273106
0.4905277,0.5042294,0.49835846,0.5294737
0.49080664,0.50247747,0.4969289,0.52558404
0.49120337,0.50060135,0.4951831,0.52109534
0.49190584,0.49872,0.49318725,0.51601434
0.49296913,0.49693224,0.49101114,0.5104731
0.49440905,0.49532798,0.48876584,0.504691
0.4961748,0.4939556,0.48657593,0.49892348
0.49816722,0.49285424,0.4845636,0.49346054
0.50025505,0.49202368,0.48280963,0.48852652
0.50229883,0.49144712,0.48136127,0.48428974
0.5041974,0.491088,0.48021606,0.4807957
0.50589436,0.49091086,0.4793475,0.47801888
0.49036744,0.4856615,0.5010766,0.5116449
0.50080264,0.49769172,0.5044671,0.51889014
0.49317443,0.49262017,0.50619143,0.5211842
0.4957486,0.49467385,0.5023064,0.5176592
0.49245474,0.49375865,0.5020712,0.51929176
0.49229395,0.49519855,0.5011189,0.5205216
0.4924762,0.49569178,0.5012729,0.52072465
0.49289635,0.49553412,0.5010806,0.5198254
0.49299246,0.49536815,0.5003448,0.5187116
0.49292967,0.49487838,0.49949494,0.5172728
0.49253386,0.4944483,0.4987016,0.5163501
0.4926042,0.49400842,0.49813822,0.51517195
0.49267542,0.49356338,0.49768534,0.5140623
0.49304762,0.4930919,0.49731216,0.51269597
0.49340957,0.49247834,0.4969286,0.511154
0.49384096,0.49172822,0.49647784,0.5093303
0.4942659,0.49084306,0.49592346,0.50725037
0.49474,0.48982096,0.4952547,0.50484496
0.49526438,0.488684,0.49444747,0.5021065
0.49588332,0.4874434,0.49350014,0.49899825
0.49662,0.48611462,0.4924041,0.49550405
0.49750784,0.48471949,0.49116343,0.4916188
0.4985687,0.48329982,0.48978674,0.48737907
0.49982542,0.4818906,0.48830357,0.482835
0.57289237,0.6020383,0.46585396,0.5168028
0.5804256,0.59249634,0.48835838,0.5224287
0.5777025,0.6035722,0.47037032,0.51805043
0.5904883,0.6053962,0.47950247,0.5154857
0.58484995,0.6089787,0.47191986,0.51798
0.58588254,0.60788584,0.4758996,0.5196381
0.5860421,0.6091517,0.47290316,0.51745623
0.5881323,0.60599256,0.4773391,0.51581424
0.58701086,0.60531765,0.47552586,0.51474136
0.5868569,0.6010656,0.47919744,0.5137026
0.5848979,0.5984599,0.47862536,0.512439
0.58423984,0.5933025,0.48211953,0.5107158
0.5821465,0.5891916,0.48273045,0.50900644
0.58049375,0.58322006,0.4857199,0.5069515
0.57747906,0.5775825,0.48690954,0.505063
0.5744429,0.5706997,0.48924476,0.502858
0.5700096,0.5635111,0.49064675,0.5009422
0.56485254,0.5552821,0.49239156,0.4989597
0.55816823,0.5462617,0.49369803,0.49732107
0.55033,0.536134,0.4950523,0.4957328
0.541157,0.52494955,0.49628675,0.49428642
0.5311189,0.5127008,0.49760577,0.49266872
0.52039665,0.49943393,0.49908087,0.49079373
0.50941736,0.48524338,0.50083834,0.48845494
0.44683972,0.4149478,0.48471674,0.4612985
0.52783346,0.5154675,0.3702937,0.32720396
0.4929306,0.4754774,0.32310176,0.2934596
0.5084026,0.42203116,0.34625438,0.23848039
0.48519775,0.44696268,0.31674793,0.25643417
0.498041,0.43446028,0.34963587,0.26927763
0.4860075,0.44536602,0.33643928,0.28036168
0.49889475,0.43959022,0.35193056,0.2799643
0.49282026,0.4443649,0.34363484,0.28172782
0.4951933,0.44314232,0.3469841,0.2808389
0.49108857,0.4442548,0.34435642,0.2823865
0.4923378,0.4431626,0.34686297,0.28285286
0.49131125,0.44333193,0.34683442,0.28415713
0.4914877,0.44272706,0.34802717,0.2846346
0.49033305,0.44242388,0.34843448,0.2856922
0.4896196,0.4416479,0.34972256,0.2868201
0.48866817,0.44101435,0.35089752,0.28833935
0.48786065,0.4401659,0.35235777,0.28981525
0.48668784,0.43914437,0.3537992,0.29137933
0.48559523,0.4381848,0.3551238,0.2928992
0.48448473,0.43728787,0.35638165,0.29445028
0.48292923,0.43604693,0.3579104,0.2962
0.48151794,0.4350222,0.35924655,0.2980289
0.4800839,0.43387446,0.36060473,0.29975355
0.346284,0.3419788,0.4929102,0.4909094
0.35266826,0.36398587,0.48679554,0.5042591
0.33616462,0.35751748,0.4851627,0.51346684
0.36919573,0.36665222,0.498888,0.49672252
0.37970456,0.37695786,0.49841765,0.49764603
0.3834218,0.37256587,0.5016293,0.4910681
0.37233403,0.36755362,0.5005958,0.49683002
0.37265173,0.36708447,0.5006461,0.4961934
0.36617813,0.3643515,0.5010111,0.5008928
0.36406928,0.3623691,0.50190336,0.50210625
0.3600071,0.36062655,0.5018297,0.50453234
0.35767692,0.3594659,0.5019866,0.5057661
0.3548442,0.35830578,0.5020338,0.5076214
0.35283086,0.3573617,0.5022432,0.50890905
0.35085696,0.35661665,0.5023074,0.5102875
0.34929514,0.35586125,0.5026751,0.51155216
0.34789726,0.35538056,0.50280726,0.51265794
0.34680986,0.3548868,0.503201,0.51373863
0.3458297,0.3544624,0.50356686,0.5147529
0.34511912,0.35417268,0.5039533,0.51562494
0.3445571,0.35400242,0.5043124,0.5164537
0.34418777,0.35410568,0.50450236,0.5171603
0.3439491,0.35430685,0.5047255,0.5179145
0.3437145,0.3542662,0.505247,0.5187912
0.4979692,0.46631667,0.49848375,0.47874072
0.50313026,0.47494435,0.50222313,0.48749447
0.50129914,0.47305816,0.50289285,0.48643836
0.50239813,0.47380662,0.49975973,0.48367286
0.49966353,0.4719664,0.49955902,0.4838087
0.49861187,0.47191352,0.49829003,0.4839849
0.49844524,0.47223133,0.49795407,0.4839877
0.49865904,0.4724402,0.4976257,0.48361045
0.4985961,0.47266555,0.497267,0.4834932
0.49850535,0.47280866,0.4970094,0.48345035
0.49833864,0.47287053,0.49684596,0.4835102
0.4982389,0.47290465,0.49677286,0.48357782
0.49815255,0.47293207,0.49677464,0.48369548
0.49809873,0.47295073,0.4968535,0.48385224
0.4980526,0.47295457,0.49701056,0.48406866
0.4980219,0.4729499,0.49724424,0.48434648
0.49799937,0.47293645,0.49755907,0.4846961
0.497984,0.4729183,0.4979563,0.4851257
0.49797446,0.47289592,0.4984419,0.48564297
0.49796933,0.47287032,0.49902058,0.48625636
0.49796838,0.47284326,0.49969637,0.48697263
0.49797145,0.47281504,0.50047237,0.48779553
0.49797812,0.4727867,0.5013514,0.4887298
0.49798885,0.47275844,0.5023368,0.4897788
0.50795716,0.46894687,0.51039666,0.48385423
0.5178219,0.4805949,0.5073517,0.4830766
0.52545893,0.48235607,0.5077583,0.4761905
0.53395784,0.48947757,0.5073796,0.47572872
0.5353908,0.48551136,0.5136691,0.47529975
0.5341235,0.48194692,0.51688933,0.47674805
0.5419817,0.48109108,0.5222799,0.4734226
0.552797,0.49398977,0.51827586,0.4725988
0.5627274,0.5027217,0.51797295,0.47034717
0.55921847,0.49979445,0.5191627,0.47117078
0.5590094,0.49628112,0.52067137,0.46951178
0.55988157,0.4975073,0.5213827,0.4714359
0.56271166,0.49597144,0.52458596,0.46966913
0.5625547,0.49590343,0.5248714,0.4702896
0.56359905,0.49595895,0.5251046,0.46933523
0.56305355,0.49575484,0.5247082,0.46921328
0.56299376,0.4958227,0.52419895,0.46884352
0.5626392,0.4959506,0.52382463,0.468993
0.56254286,0.49616957,0.52359635,0.46911818
0.56240857,0.49638215,0.52348197,0.4693792
0.5623991,0.49657196,0.5234422,0.4695486
0.5623829,0.49671933,0.5234344,0.46970856
0.5624271,0.4968211,0.5234696,0.46980032
0.56246233,0.49690512,0.5234978,0.46987864
0.5041876,0.46036702,0.63466144,0.61748457
0.52254635,0.4769476,0.6718529,0.65491503
0.52521515,0.45198536,0.6964705,0.6584598
0.52814704,0.46001837,0.6828186,0.64789826
0.5345463,0.45278177,0.6845211,0.6347749
0.52652895,0.45798776,0.68197715,0.64364856
0.5248859,0.45299283,0.68700635,0.6479367
0.52012664,0.4575284,0.6864348,0.6566627
0.5200037,0.45563665,0.68662286,0.65588945
0.5180388,0.4597415,0.6777218,0.6514862
0.5195352,0.45899734,0.6691613,0.63971967
0.5191073,0.46037853,0.66265464,0.63426685
0.51806474,0.45831373,0.65741754,0.6276623
0.51732385,0.45993373,0.65133977,0.6233598
0.51751935,0.45847797,0.6469288,0.6167424
0.51695246,0.45940533,0.64154035,0.61222684
0.5171788,0.45831433,0.63751775,0.60634387
0.51682293,0.45880684,0.6328561,0.6019792
0.51705855,0.45801795,0.62916297,0.5967368
0.516874,0.45823386,0.62494683,0.5924067
0.5171048,0.4577267,0.62134415,0.58754057
0.5169999,0.45779198,0.61739504,0.5832593
0.51716495,0.4575189,0.6137876,0.57869786
0.51710784,0.45755208,0.6099455,0.574445
0.5402537,0.55193806,0.48192942,0.51234674
0.5512396,0.5569114,0.49293348,0.51921844
0.54909873,0.5647241,0.4808883,0.5152134
0.55870825,0.5687006,0.48521188,0.5143166
0.5557075,0.5724306,0.48042864,0.5166144
0.55556136,0.57198,0.48223838,0.51812834
0.5559177,0.5728261,0.48052013,0.51665723
0.55695397,0.57108027,0.48236266,0.51515883
0.5566248,0.5701535,0.48200938,0.5142185
0.5561225,0.56760734,0.4832897,0.51313823
0.55474097,0.564839,0.4838002,0.5120466
0.5533078,0.5611029,0.48509994,0.51066476
0.55103004,0.5567793,0.48620728,0.50935304
0.54815245,0.5514905,0.4876069,0.5078941
0.54425454,0.5451995,0.4890106,0.5064191
0.53943235,0.53772515,0.49057168,0.50478154
0.5335151,0.5289872,0.49223652,0.5030158
0.52661544,0.5189621,0.49403334,0.50100964
0.5186965,0.50758225,0.495998,0.498749
0.51011974,0.49511275,0.49805087,0.49609786
0.50108176,0.4817602,0.5002301,0.49308735
0.49189603,0.46784496,0.50251615,0.48975775
0.48275113,0.45364964,0.50492984,0.48624256
0.47399634,0.4396149,0.5074184,0.48264292
0.49840862,0.46620607,0.51204604,0.4930751
0.50283235,0.47362295,0.5096065,0.49451485
0.5003908,0.47099048,0.50656325,0.4895858
0.50223523,0.473314,0.50173044,0.48551074
0.50019914,0.4719166,0.49987498,0.48337284
0.4995399,0.47197032,0.4961279,0.4805264
0.49938455,0.47219658,0.49344474,0.477704
0.4993395,0.47242135,0.4906684,0.47493964
0.49914268,0.47267008,0.4880965,0.4725724
0.49893373,0.47285882,0.48578078,0.47043964
0.4987251,0.47300994,0.48369643,0.46852425
0.49859497,0.47314322,0.48184195,0.46675932
0.49850067,0.47326708,0.48020342,0.4651761
0.49845275,0.47337562,0.47878778,0.4637719
0.4984267,0.47347015,0.47759637,0.46257663
0.4984309,0.47355163,0.47664115,0.461599
0.49845046,0.47362494,0.47593012,0.46086785
0.49848884,0.47369024,0.47548106,0.46040076
0.49854478,0.47374946,0.47530448,0.4602128
0.4986186,0.47380394,0.47541207,0.46031776
0.49870813,0.4738546,0.47581366,0.46072996
0.49881476,0.4739014,0.4765207,0.4614605
0.4989363,0.47394556,0.477542,0.46252298
0.49907213,0.4739891,0.4788856,0.46392915
0.4937611,0.46374977,0.498207,0.48013437
0.5010518,0.4757758,0.49754155,0.48563942
0.49849,0.4708674,0.500606,0.48410386
0.4982489,0.47178978,0.4974332,0.48331028
0.49642092,0.4697998,0.4982611,0.48342255
0.49490243,0.46912396,0.49714747,0.48346204
0.49468938,0.46900782,0.49712273,0.48336577
0.49481842,0.46897823,0.49693343,0.48297703
0.49487767,0.46887055,0.49681324,0.48261893
0.49486196,0.46871728,0.49664533,0.48226365
0.49486282,0.46846223,0.4965344,0.48185036
0.49492836,0.46815473,0.4964188,0.48131758
0.49503934,0.4677998,0.4962951,0.4806671
0.49517867,0.467389,0.4961437,0.47989023
0.49533966,0.46691057,0.495962,0.4789803
0.49553046,0.46636003,0.49574146,0.47791654
0.49574804,0.4657429,0.49547395,0.47669843
0.496002,0.4650456,0.49515745,0.4752977
0.49628475,0.46428388,0.49478042,0.4737285
0.4966156,0.4634529,0.49435073,0.47197363
0.4969936,0.4625554,0.49386466,0.47003314
0.4974301,0.46160424,0.49332315,0.46791208
0.49793032,0.46060705,0.4927322,0.46561947
0.49850026,0.45957616,0.4921,0.46317357
0.50068235,0.46074662,0.54396415,0.5193633
0.51648414,0.47010678,0.5640816,0.5351144
0.50795424,0.45910466,0.5730894,0.5424418
0.5093699,0.4628074,0.5671489,0.5416427
0.50796115,0.46106878,0.5654156,0.5376449
0.5059284,0.46268344,0.5615641,0.5370938
0.5057249,0.46256265,0.5597687,0.53478706
0.50524956,0.46251124,0.5567052,0.53185534
0.50503725,0.46210843,0.5538232,0.52829677
0.50448364,0.46188232,0.5506366,0.5250155
0.50413823,0.4615866,0.54755634,0.5215738
0.50372386,0.46132046,0.54442906,0.518194
0.50341487,0.46110567,0.54133004,0.51478684
0.50311226,0.46094823,0.5382372,0.5114348
0.5028748,0.46083495,0.53517795,0.50810045
0.50266886,0.46076745,0.5321383,0.5048033
0.50251526,0.46074313,0.5291198,0.50152224
0.5023956,0.46076125,0.5261177,0.4982695
0.50231546,0.46082103,0.5231364,0.4950459
0.50226444,0.4609262,0.5201626,0.49185237
0.50224537,0.4610697,0.5172092,0.48869193
0.50224525,0.46125796,0.5142621,0.48557234
0.5022705,0.46148264,0.5113353,0.482492
0.502307,0.46174917,0.50841737,0.47946048
0.43484023,0.4117889,0.4977277,0.48360464
0.45957452,0.45059717,0.44896626,0.44927415
0.5157824,0.54255277,0.3309919,0.35297322
0.5131711,0.432097,0.39974484,0.3028523
0.5053822,0.46776503,0.3403957,0.29701903
0.50643057,0.45252436,0.36152968,0.29508358
0.4900567,0.45157635,0.3552189,0.30165935
0.4948699,0.4475381,0.3649138,0.3053672
0.4979379,0.44609472,0.36635518,0.30492997
0.49802625,0.44589558,0.3665605,0.30449805
0.49484742,0.4458925,0.36637193,0.30617413
0.4930649,0.4444412,0.36853695,0.30814728
0.49213752,0.44333914,0.37077498,0.31059557
0.49182752,0.44252938,0.37282464,0.3126217
0.49069813,0.44161457,0.37455752,0.31458426
0.48921993,0.4404978,0.37635168,0.31663883
0.48773757,0.43940803,0.37814534,0.31888053
0.486141,0.43819818,0.38000518,0.32120165
0.48457593,0.4370826,0.38166058,0.32345462
0.4827919,0.4357792,0.38330618,0.32563058
0.48125744,0.43473303,0.38459536,0.3276075
0.4794424,0.43343222,0.3859927,0.3295363
0.47773418,0.4322518,0.38713828,0.33133826
0.4761824,0.4311575,0.3881299,0.33293262
0.5160698,0.4567079,0.69701004,0.6744442
0.51541805,0.48325822,0.7483692,0.7393031
0.5077919,0.45205122,0.71769106,0.69858867
0.51088643,0.4723494,0.68602836,0.68240225
0.5194275,0.45970285,0.68288445,0.65814584
0.5064645,0.46678716,0.6760746,0.67007065
0.5056167,0.45933712,0.6786558,0.66868
0.500975,0.46794894,0.6775276,0.68046135
0.5018041,0.46207726,0.67990834,0.6774172
0.49755746,0.47019637,0.67591345,0.6848724
0.49845383,0.46682572,0.67676544,0.68233156
0.49454027,0.47377035,0.6737647,0.6896377
0.49488387,0.47224855,0.6746156,0.68949527
0.4914281,0.47869253,0.6720904,0.69641143
0.4918815,0.47870183,0.67168146,0.6960207
0.4900347,0.48388025,0.6689194,0.69975203
0.49156386,0.48313472,0.666094,0.6943989
0.49265048,0.4859455,0.6578307,0.6862027
0.4966331,0.48354274,0.6390811,0.65740544
0.49750423,0.48608494,0.57125497,0.58139396
0.5128791,0.4918991,0.5577101,0.55795705
0.49755028,0.4857816,0.51621884,0.5220657
0.51758367,0.50990283,0.5106628,0.52119434
0.52300966,0.503316,0.4839103,0.475371
0.50024253,0.46625918,0.50108135,0.4790455
0.50532895,0.47626123,0.50152904,0.4858805
0.5031232,0.47222465,0.5041773,0.48462927
0.5033802,0.47295564,0.50047934,0.48246893
0.5014007,0.4711799,0.5008691,0.48248872
0.5002585,0.47106338,0.49999094,0.4830389
0.5004303,0.47145128,0.5000735,0.48326397
0.50084275,0.47172552,0.50009394,0.48310632
0.5010496,0.47197172,0.5000454,0.4830586
0.5011379,0.47214735,0.4999982,0.4830816
0.5011566,0.4722392,0.49999046,0.48314404
0.5011878,0.472296,0.50001675,0.48320073
0.5012272,0.47234833,0.50006545,0.48326296
0.5012764,0.47239184,0.50013834,0.48332763
0.50132585,0.47242463,0.50022894,0.48339865
0.50137824,0.47244486,0.5003413,0.48347732
0.50143087,0.47245923,0.50046474,0.48356295
0.50148124,0.47246727,0.50060034,0.48365727
0.50152713,0.47246975,0.50074863,0.4837649
0.50156844,0.47247007,0.50090766,0.48388794
0.5016052,0.4724669,0.5010802,0.4840275
0.501637,0.47246253,0.5012649,0.48418534
0.5016644,0.47245646,0.50146306,0.48436114
0.5016868,0.47245038,0.50167346,0.48455665
0.7148284,0.77635634,0.44134995,0.54836816
0.7389449,0.77424276,0.48031783,0.54758847
0.71007746,0.72587425,0.4753095,0.5128844
0.7298429,0.72486055,0.4944235,0.509621
0.7203072,0.72298735,0.47520792,0.5044877
0.73184174,0.71953094,0.48849648,0.4983006
0.7091448,0.7204702,0.46829626,0.5078848
0.7131404,0.71784467,0.4757245,0.50767374
0.7002707,0.7183443,0.46604195,0.5127676
0.7034943,0.7179085,0.46908906,0.5117492
0.69479084,0.71707815,0.46339977,0.51484114
0.6935064,0.71629345,0.4638823,0.5160687
0.68637806,0.71571076,0.46001086,0.51933366
0.6845474,0.7152868,0.46034312,0.52103436
0.6796038,0.715028,0.4577855,0.52345735
0.6778682,0.7146414,0.45803937,0.52497333
0.6739663,0.7144689,0.45607382,0.5270098
0.672179,0.71416366,0.45614743,0.5285258
0.6690489,0.71405226,0.4546772,0.53027964
0.6674737,0.71384126,0.45469075,0.531623
0.66498315,0.7137582,0.4535949,0.5330818
0.66354805,0.71359056,0.4535376,0.53428185
0.66145873,0.7134987,0.45269555,0.5355551
0.66013485,0.71334046,0.4526097,0.536636
0.49575213,0.4738774,0.50575006,0.49759313
0.502741,0.4802177,0.504857,0.49615848
0.49616212,0.4717828,0.50652045,0.4940841
0.49659783,0.47369218,0.501353,0.49185103
0.49617156,0.47238046,0.5014575,0.49005422
0.49523142,0.47207433,0.49974412,0.48909625
0.49558783,0.47167322,0.4991694,0.48742655
0.49599987,0.47089213,0.49825457,0.48505893
0.49645323,0.46990484,0.4972596,0.4823362
0.49669805,0.46878743,0.49606863,0.47948208
0.4970164,0.46749958,0.4948873,0.47638705
0.49750045,0.4661727,0.4936607,0.47304142
0.4982398,0.4648463,0.49241683,0.46940577
0.49916905,0.4635427,0.49112433,0.46553823
0.5002808,0.4622771,0.48981282,0.46150467
0.5015463,0.46109617,0.48850536,0.45742145
0.50294656,0.46003574,0.4872449,0.4533992
0.50442404,0.45912647,0.48606223,0.44956627
0.50593406,0.45837614,0.4849923,0.44601503
0.5074072,0.4577992,0.48405498,0.44285557
0.5088128,0.45738667,0.48326796,0.44012618
0.5101005,0.45713344,0.48263142,0.43786997
0.51125723,0.4570238,0.4821375,0.43607128
0.51226026,0.45704257,0.48177475,0.43472058
0.5015049,0.4670622,0.5027667,0.4804121
0.5073571,0.47740024,0.5023697,0.4858371
0.5053254,0.47281477,0.5051823,0.48393998
0.5061236,0.4740294,0.50204206,0.48245966
0.50514525,0.4726232,0.5034734,0.48298255
0.50448924,0.47224745,0.50321496,0.48335052
0.5046731,0.47242877,0.5032656,0.48327577
0.5048315,0.47249722,0.50310004,0.48291677
0.50471324,0.47261804,0.50279677,0.48280358
0.50457513,0.47274902,0.5025448,0.48280326
