Idx,0,1,2,3
5,0.019897461,-0.0007324219,0.02142334,0.00079345703
6,0.018920898,-0.0007019043,0.020355225,0.00076293945
6,0.017852783,-0.0006713867,0.019226074,0.0007324219
6,0.01663208,-0.00061035156,0.017913818,0.0006713867
6,0.015319824,-0.000579834,0.016479492,0.00061035156
6,0.01373291,-0.0005187988,0.014801025,0.0005493164
6,0.012054443,-0.00045776367,0.012969971,0.00048828125
6,0.010192871,-0.00036621094,0.010986328,0.00039672852
6,0.0082092285,-0.00030517578,0.008850098,0.00033569336
6,0.006164551,-0.00024414062,0.0066223145,0.00024414062
6,0.004058838,-0.00015258789,0.0043640137,0.00015258789
6,0.0018920898,-6.1035156e-05,0.0020446777,6.1035156e-05
6,-3.0517578e-05,0.0,-3.0517578e-05,0.0
6,-0.0018310547,6.1035156e-05,-0.001953125,-6.1035156e-05
6,-0.0034179688,0.00012207031,-0.003692627,-0.00015258789
6,-0.005004883,0.00018310547,-0.0053710938,-0.00018310547
6,-0.0065307617,0.00024414062,-0.007019043,-0.00024414062
6,-0.007659912,0.0002746582,-0.008239746,-0.0002746582
6,-0.00869751,0.00030517578,-0.009338379,-0.00033569336
6,-0.009521484,0.00033569336,-0.010223389,-0.00036621094
6,-0.010314941,0.00036621094,-0.011077881,-0.00039672852
6,-0.010864258,0.00039672852,-0.011657715,-0.0004272461
6,-0.011230469,0.00039672852,-0.012084961,-0.0004272461
6,-0.0115356445,0.00039672852,-0.012390137,-0.00045776367
6,-0.011566162,0.0004272461,-0.012420654,-0.0004272461
7,-0.011505127,0.0004272461,-0.012359619,-0.0004272461
7,-0.0115356445,0.00039672852,-0.012390137,-0.00045776367
7,-0.011383057,0.00039672852,-0.012207031,-0.0004272461
7,-0.011077881,0.00039672852,-0.0119018555,-0.0004272461
7,-0.010559082,0.00036621094,-0.0113220215,-0.00039672852
7,-0.009857178,0.00033569336,-0.010559082,-0.00036621094
7,-0.008911133,0.00030517578,-0.0095825195,-0.00033569336
7,-0.0077209473,0.0002746582,-0.008300781,-0.0002746582
7,-0.006500244,0.00024414062,-0.006958008,-0.00024414062
7,-0.005126953,0.00018310547,-0.005493164,-0.00018310547
7,-0.0037231445,0.00012207031,-0.0039978027,-0.00015258789
7,-0.0024108887,9.1552734e-05,-0.0025939941,-9.1552734e-05
7,-0.0008239746,3.0517578e-05,-0.00088500977,-3.0517578e-05
7,0.00061035156,-3.0517578e-05,0.0006713867,3.0517578e-05
7,0.0020446777,-6.1035156e-05,0.0021972656,6.1035156e-05
7,0.0032958984,-9.1552734e-05,0.0035095215,0.00012207031
7,0.0043945312,-0.00015258789,0.004699707,0.00015258789
7,0.0052490234,-0.00018310547,0.0056152344,0.00018310547
7,0.0057678223,-0.00021362305,0.0061950684,0.00021362305
7,0.006164551,-0.00021362305,0.0066223145,0.00021362305
7,0.006439209,-0.00021362305,0.0068969727,0.00024414062
7,0.006439209,-0.00021362305,0.0068969727,0.00024414062
7,0.006439209,-0.00021362305,0.0068969727,0.00024414062
7,0.006500244,-0.00021362305,0.006958008,0.00024414062
8,0.0065612793,-0.00021362305,0.007019043,0.00024414062
8,0.006500244,-0.00021362305,0.006958008,0.00024414062
8,0.006500244,-0.00021362305,0.006958008,0.00024414062
8,0.006500244,-0.00021362305,0.006958008,0.00024414062
8,0.0064697266,-0.00021362305,0.0069274902,0.00024414062
8,0.0064697266,-0.00021362305,0.0069274902,0.00024414062
8,0.006286621,-0.00021362305,0.0067443848,0.00024414062
8,0.006225586,-0.00021362305,0.006652832,0.00021362305
8,0.006072998,-0.00021362305,0.006500244,0.00021362305
8,0.0058898926,-0.00021362305,0.0063171387,0.00021362305
8,0.005645752,-0.00018310547,0.006011963,0.00021362305
8,0.0052490234,-0.00018310547,0.0056152344,0.00018310547
8,0.005004883,-0.00015258789,0.005340576,0.00018310547
8,0.0046691895,-0.00015258789,0.0049743652,0.00015258789
8,0.004333496,-0.00015258789,0.004638672,0.00015258789
8,0.0040893555,-0.00015258789,0.0043945312,0.00015258789
8,0.0041503906,-0.00012207031,0.0044555664,0.00015258789
8,0.0043029785,-0.00012207031,0.0045776367,0.00015258789
8,0.004638672,-0.00015258789,0.0049743652,0.00015258789
8,0.005065918,-0.00015258789,0.0054016113,0.00018310547
8,0.005432129,-0.00018310547,0.00579834,0.00018310547
8,0.0061035156,-0.00021362305,0.006500244,0.00021362305
8,0.006500244,-0.00021362305,0.006958008,0.00021362305
8,0.0068969727,-0.00021362305,0.0073547363,0.00024414062
9,0.007080078,-0.00024414062,0.0075683594,0.00024414062
9,0.007293701,-0.00024414062,0.0077819824,0.00024414062
9,0.0072631836,-0.00024414062,0.007751465,0.00024414062
9,0.0072631836,-0.00024414062,0.007751465,0.00024414062
9,0.0071105957,-0.00021362305,0.007598877,0.00024414062
9,0.0069274902,-0.00021362305,0.007385254,0.00024414062
9,0.006713867,-0.00021362305,0.007171631,0.00021362305
9,0.0063171387,-0.00018310547,0.0067443848,0.00021362305
9,0.0059509277,-0.00018310547,0.0063171387,0.00021362305
9,0.0053710938,-0.00018310547,0.0057373047,0.00018310547
9,0.0049743652,-0.00015258789,0.0053100586,0.00018310547
9,0.004547119,-0.00015258789,0.004852295,0.00015258789
9,0.004058838,-0.00012207031,0.004333496,0.00015258789
9,0.0035095215,-0.00012207031,0.0037231445,0.00012207031
9,0.0029907227,-9.1552734e-05,0.0032043457,9.1552734e-05
9,0.0022583008,-6.1035156e-05,0.0024108887,6.1035156e-05
9,0.0012512207,-6.1035156e-05,0.0013427734,3.0517578e-05
9,0.00036621094,-3.0517578e-05,0.00036621094,0.0
9,-0.00064086914,3.0517578e-05,-0.0007019043,-3.0517578e-05
9,-0.0016479492,6.1035156e-05,-0.0017700195,-6.1035156e-05
9,-0.0026550293,9.1552734e-05,-0.0028381348,-9.1552734e-05
9,-0.0037841797,0.00012207031,-0.0040283203,-0.00012207031
9,-0.0046691895,0.00015258789,-0.0049743652,-0.00015258789
9,-0.005493164,0.00015258789,-0.0058288574,-0.00018310547
10,-0.0058898926,0.00018310547,-0.0062561035,-0.00018310547
10,-0.006225586,0.00018310547,-0.0066223145,-0.00021362305
10,-0.006134033,0.00018310547,-0.0065307617,-0.00018310547
10,-0.00579834,0.00018310547,-0.006164551,-0.00018310547
10,-0.0051574707,0.00015258789,-0.005493164,-0.00018310547
10,-0.004333496,0.00012207031,-0.0046081543,-0.00015258789
10,-0.0032348633,9.1552734e-05,-0.0034179688,-9.1552734e-05
10,-0.0020446777,6.1035156e-05,-0.002166748,-6.1035156e-05
10,-0.0006713867,3.0517578e-05,-0.0007324219,-3.0517578e-05
10,0.00064086914,-3.0517578e-05,0.0007019043,3.0517578e-05
10,0.002319336,-6.1035156e-05,0.0024414062,6.1035156e-05
10,0.00390625,-0.00012207031,0.0041503906,0.00012207031
10,0.0055236816,-0.00015258789,0.005859375,0.00018310547
10,0.0071411133,-0.00021362305,0.007598877,0.00021362305
10,0.00881958,-0.0002746582,0.009338379,0.0002746582
10,0.010314941,-0.00030517578,0.010955811,0.00030517578
10,0.011962891,-0.00036621094,0.012664795,0.00036621094
10,0.013366699,-0.00039672852,0.014190674,0.0004272461
10,0.014770508,-0.0004272461,0.015655518,0.00045776367
10,0.016235352,-0.00048828125,0.017211914,0.00048828125
10,0.017425537,-0.0005187988,0.018463135,0.0005493164
10,0.018218994,-0.0005187988,0.019317627,0.000579834
10,0.018829346,-0.0005493164,0.019989014,0.000579834
10,0.019042969,-0.0005493164,0.020202637,0.000579834
11,0.019104004,-0.0005493164,0.020263672,0.000579834
11,0.01889038,-0.0005493164,0.019989014,0.000579834
11,0.018249512,-0.0005187988,0.019317627,0.0005493164
11,0.01739502,-0.0005187988,0.018432617,0.0005187988
11,0.016479492,-0.00048828125,0.017456055,0.0005187988
11,0.0152282715,-0.0004272461,0.016113281,0.00045776367
11,0.013916016,-0.00039672852,0.014770508,0.0004272461
11,0.012542725,-0.00036621094,0.0132751465,0.00036621094
11,0.010955811,-0.00030517578,0.01159668,0.00033569336
11,0.009063721,-0.00024414062,0.009613037,0.0002746582
11,0.0070495605,-0.00018310547,0.0074768066,0.00021362305
11,0.0051879883,-0.00015258789,0.005493164,0.00015258789
11,0.0030822754,-9.1552734e-05,0.0032653809,9.1552734e-05
11,0.0009460449,-3.0517578e-05,0.0010070801,3.0517578e-05
11,-0.0010070801,3.0517578e-05,-0.0010681152,-3.0517578e-05
11,-0.002746582,9.1552734e-05,-0.00289917,-9.1552734e-05
11,-0.0045776367,0.00012207031,-0.004852295,-0.00015258789
11,-0.00592041,0.00015258789,-0.0062561035,-0.00018310547
11,-0.007232666,0.00021362305,-0.0076293945,-0.00021362305
11,-0.008148193,0.00021362305,-0.008605957,-0.00024414062
11,-0.00869751,0.00024414062,-0.009185791,-0.00024414062
11,-0.009124756,0.0002746582,-0.009674072,-0.0002746582
11,-0.009216309,0.00024414062,-0.009735107,-0.0002746582
11,-0.009216309,0.00024414062,-0.009735107,-0.0002746582
12,-0.008880615,0.00024414062,-0.009399414,-0.00024414062
12,-0.008453369,0.00024414062,-0.008911133,-0.00024414062
12,-0.007904053,0.00021362305,-0.008331299,-0.00021362305
12,-0.007232666,0.00018310547,-0.0076293945,-0.00021362305
12,-0.0064697266,0.00018310547,-0.00680542,-0.00018310547
12,-0.005706787,0.00015258789,-0.0060424805,-0.00015258789
12,-0.00491333,0.00012207031,-0.0051879883,-0.00015258789
12,-0.0038757324,0.00012207031,-0.0040893555,-9.1552734e-05
12,-0.00289917,9.1552734e-05,-0.0030517578,-6.1035156e-05
12,-0.0020141602,6.1035156e-05,-0.0021362305,-6.1035156e-05
12,-0.0011291504,3.0517578e-05,-0.0011901855,-3.0517578e-05
12,-0.00015258789,0.0,-0.00018310547,0.0
12,0.0009765625,-3.0517578e-05,0.0010070801,3.0517578e-05
12,0.0021972656,-6.1035156e-05,0.002319336,6.1035156e-05
12,0.0034179688,-9.1552734e-05,0.0036010742,9.1552734e-05
12,0.004760742,-0.00012207031,0.0050354004,0.00012207031
12,0.0063171387,-0.00015258789,0.006652832,0.00018310547
12,0.007751465,-0.00018310547,0.008148193,0.00021362305
12,0.008880615,-0.00024414062,0.0093688965,0.00024414062
12,0.009765625,-0.0002746582,0.010284424,0.0002746582
12,0.010284424,-0.0002746582,0.01083374,0.0002746582
12,0.010650635,-0.0002746582,0.011199951,0.00030517578
12,0.010986328,-0.0002746582,0.011566162,0.00030517578
12,0.011108398,-0.0002746582,0.011688232,0.00030517578
13,0.011108398,-0.0002746582,0.011688232,0.00030517578
13,0.011047363,-0.0002746582,0.011627197,0.00030517578
13,0.011108398,-0.0002746582,0.01171875,0.00030517578
13,0.011291504,-0.00030517578,0.0119018555,0.00030517578
13,0.011505127,-0.00030517578,0.0121154785,0.00030517578
13,0.011627197,-0.00030517578,0.012237549,0.00030517578
13,0.011810303,-0.00030517578,0.012420654,0.00030517578
13,0.0119018555,-0.00030517578,0.012542725,0.00030517578
13,0.0121154785,-0.00030517578,0.012756348,0.00033569336
13,0.012481689,-0.00030517578,0.013122559,0.00033569336
13,0.012634277,-0.00033569336,0.013305664,0.00033569336
13,0.012908936,-0.00033569336,0.013580322,0.00033569336
13,0.013122559,-0.00033569336,0.013793945,0.00033569336
13,0.013458252,-0.00033569336,0.014129639,0.00033569336
13,0.013763428,-0.00033569336,0.014465332,0.00036621094
13,0.0138549805,-0.00036621094,0.014556885,0.00036621094
13,0.013671875,-0.00033569336,0.014343262,0.00036621094
13,0.013397217,-0.00033569336,0.014099121,0.00033569336
13,0.013122559,-0.00033569336,0.013793945,0.00033569336
13,0.0128479,-0.00030517578,0.0134887695,0.00033569336
13,0.012664795,-0.00030517578,0.013305664,0.00033569336
13,0.012512207,-0.00030517578,0.013122559,0.00030517578
13,0.012420654,-0.00030517578,0.013031006,0.00030517578
13,0.012390137,-0.00030517578,0.013000488,0.00030517578
14,0.012268066,-0.00030517578,0.012878418,0.00030517578
14,0.012176514,-0.00030517578,0.012786865,0.00030517578
14,0.012054443,-0.0002746582,0.012664795,0.00030517578
14,0.011627197,-0.0002746582,0.012207031,0.0002746582
14,0.011138916,-0.0002746582,0.01171875,0.0002746582
14,0.010894775,-0.00024414062,0.011413574,0.0002746582
14,0.0101623535,-0.00024414062,0.010650635,0.00024414062
14,0.009460449,-0.00021362305,0.009918213,0.00024414062
14,0.008331299,-0.00018310547,0.008728027,0.00021362305
14,0.0074157715,-0.00018310547,0.0077819824,0.00018310547
14,0.0063171387,-0.00015258789,0.006652832,0.00015258789
14,0.0052490234,-0.00012207031,0.005493164,0.00012207031
14,0.0039978027,-9.1552734e-05,0.004211426,9.1552734e-05
14,0.0026855469,-6.1035156e-05,0.0028076172,6.1035156e-05
14,0.0014953613,-3.0517578e-05,0.0015563965,3.0517578e-05
14,0.00045776367,-3.0517578e-05,0.00048828125,0.0
14,-0.00079345703,3.0517578e-05,-0.0008239746,-3.0517578e-05
14,-0.0017700195,3.0517578e-05,-0.0018615723,-3.0517578e-05
14,-0.0030822754,6.1035156e-05,-0.0032043457,-6.1035156e-05
14,-0.0042419434,9.1552734e-05,-0.0044555664,-9.1552734e-05
14,-0.0054626465,0.00012207031,-0.0057373047,-0.00012207031
14,-0.0065307617,0.00015258789,-0.0068359375,-0.00015258789
14,-0.007598877,0.00018310547,-0.00793457,-0.00018310547
14,-0.008544922,0.00018310547,-0.00894165,-0.00021362305
15,-0.009216309,0.00021362305,-0.009643555,-0.00021362305
15,-0.009674072,0.00021362305,-0.010101318,-0.00021362305
15,-0.009979248,0.00021362305,-0.010437012,-0.00024414062
15,-0.010009766,0.00021362305,-0.010467529,-0.00024414062
15,-0.009857178,0.00021362305,-0.010314941,-0.00024414062
15,-0.009521484,0.00021362305,-0.009979248,-0.00021362305
15,-0.009002686,0.00018310547,-0.009399414,-0.00021362305
15,-0.008483887,0.00018310547,-0.008850098,-0.00021362305
15,-0.0077209473,0.00018310547,-0.008087158,-0.00018310547
15,-0.00680542,0.00015258789,-0.0071411133,-0.00015258789
15,-0.005706787,0.00012207031,-0.0059814453,-0.00012207031
15,-0.004638672,0.00012207031,-0.004852295,-9.1552734e-05
15,-0.0035095215,9.1552734e-05,-0.0036621094,-9.1552734e-05
15,-0.0023498535,6.1035156e-05,-0.0024414062,-6.1035156e-05
15,-0.0011291504,3.0517578e-05,-0.0011901855,-3.0517578e-05
15,-3.0517578e-05,0.0,-3.0517578e-05,0.0
15,0.0012207031,-3.0517578e-05,0.0012817383,3.0517578e-05
15,0.002746582,-6.1035156e-05,0.0028686523,6.1035156e-05
15,0.0043640137,-9.1552734e-05,0.004547119,9.1552734e-05
15,0.0060424805,-0.00012207031,0.0063171387,0.00012207031
15,0.0077209473,-0.00015258789,0.008056641,0.00018310547
15,0.009399414,-0.00021362305,0.00982666,0.00021362305
15,0.010803223,-0.00021362305,0.011291504,0.00024414062
15,0.012054443,-0.00024414062,0.012573242,0.0002746582
16,0.013336182,-0.0002746582,0.013916016,0.00030517578
16,0.014465332,-0.00030517578,0.015106201,0.00033569336
16,0.015533447,-0.00033569336,0.016204834,0.00033569336
16,0.016357422,-0.00033569336,0.017059326,0.00036621094
16,0.017059326,-0.00036621094,0.01776123,0.00036621094
16,0.017486572,-0.00036621094,0.018218994,0.00039672852
16,0.017669678,-0.00036621094,0.0184021,0.00036621094
16,0.017791748,-0.00036621094,0.01852417,0.00036621094
16,0.017791748,-0.00036621094,0.01852417,0.00036621094
16,0.017456055,-0.00036621094,0.018188477,0.00036621094
16,0.017089844,-0.00036621094,0.017822266,0.00036621094
16,0.016540527,-0.00033569336,0.017242432,0.00033569336
16,0.015838623,-0.00033569336,0.016479492,0.00033569336
16,0.014923096,-0.00030517578,0.015533447,0.00030517578
16,0.013793945,-0.0002746582,0.014373779,0.0002746582
16,0.012481689,-0.00024414062,0.012969971,0.0002746582
16,0.011077881,-0.00021362305,0.0115356445,0.00024414062
16,0.009490967,-0.00018310547,0.009887695,0.00018310547
16,0.007965088,-0.00015258789,0.008300781,0.00015258789
16,0.006164551,-0.00012207031,0.006439209,0.00012207031
16,0.004638672,-9.1552734e-05,0.0048217773,9.1552734e-05
16,0.0028686523,-6.1035156e-05,0.0029907227,6.1035156e-05
16,0.0013427734,-3.0517578e-05,0.0014038086,3.0517578e-05
16,6.1035156e-05,0.0,6.1035156e-05,0.0
17,-0.0009765625,3.0517578e-05,-0.0010070801,-3.0517578e-05
17,-0.0020751953,3.0517578e-05,-0.002166748,-6.1035156e-05
17,-0.0029296875,6.1035156e-05,-0.0030212402,-6.1035156e-05
17,-0.003479004,6.1035156e-05,-0.0036315918,-6.1035156e-05
17,-0.0039978027,9.1552734e-05,-0.004180908,-9.1552734e-05
17,-0.0045166016,9.1552734e-05,-0.0046691895,-9.1552734e-05
17,-0.004852295,9.1552734e-05,-0.0050354004,-9.1552734e-05
17,-0.005218506,9.1552734e-05,-0.005432129,-9.1552734e-05
17,-0.0053100586,9.1552734e-05,-0.0055236816,-9.1552734e-05
17,-0.0054016113,9.1552734e-05,-0.0056152344,-0.00012207031
17,-0.0054016113,0.00012207031,-0.0056152344,-9.1552734e-05
17,-0.005279541,9.1552734e-05,-0.0054626465,-9.1552734e-05
17,-0.005279541,9.1552734e-05,-0.0054626465,-9.1552734e-05
17,-0.005126953,9.1552734e-05,-0.005340576,-9.1552734e-05
17,-0.004638672,9.1552734e-05,-0.0048217773,-9.1552734e-05
17,-0.0040893555,9.1552734e-05,-0.0042419434,-9.1552734e-05
17,-0.0031738281,6.1035156e-05,-0.0032958984,-6.1035156e-05
17,-0.0022583008,3.0517578e-05,-0.0023498535,-3.0517578e-05
17,-0.001159668,3.0517578e-05,-0.0011901855,-3.0517578e-05
17,3.0517578e-05,0.0,3.0517578e-05,0.0
17,0.0012817383,-3.0517578e-05,0.0013122559,3.0517578e-05
17,0.0023498535,-3.0517578e-05,0.0024108887,3.0517578e-05
17,0.0033569336,-6.1035156e-05,0.003479004,6.1035156e-05
17,0.0040893555,-6.1035156e-05,0.0042419434,6.1035156e-05
18,0.0047912598,-9.1552734e-05,0.0049438477,9.1552734e-05
18,0.0054016113,-9.1552734e-05,0.005584717,9.1552734e-05
18,0.005706787,-9.1552734e-05,0.0058898926,9.1552734e-05
18,0.006011963,-0.00012207031,0.006225586,9.1552734e-05
18,0.0059509277,-0.00012207031,0.006164551,9.1552734e-05
18,0.0058898926,-9.1552734e-05,0.0061035156,0.00012207031
18,0.00579834,-9.1552734e-05,0.006011963,9.1552734e-05
18,0.005493164,-9.1552734e-05,0.005706787,9.1552734e-05
18,0.0050964355,-9.1552734e-05,0.005279541,9.1552734e-05
18,0.004760742,-9.1552734e-05,0.0049438477,9.1552734e-05
18,0.004425049,-9.1552734e-05,0.0045776367,6.1035156e-05
18,0.004180908,-6.1035156e-05,0.0043029785,6.1035156e-05
18,0.004180908,-6.1035156e-05,0.0043029785,6.1035156e-05
18,0.0040893555,-6.1035156e-05,0.0042419434,6.1035156e-05
18,0.004180908,-6.1035156e-05,0.0043029785,6.1035156e-05
18,0.004333496,-6.1035156e-05,0.004486084,6.1035156e-05
18,0.0048217773,-9.1552734e-05,0.005004883,9.1552734e-05
